"dms_orig","dms_dest","sctg2","dms_mode","thousand tons in 2019","million dollars in 2019","million ton-miles in 2019","thousand tons in 2024","million dollars in 2024","million ton-miles in 2024","thousand tons in 2030","thousand tons in 2030_low","thousand tons in 2030_high","million dollars in 2030","million dollars in 2030_low","million dollars in 2030_high","million ton-miles in 2030"
"089-Rest of CO","219-Rest of KY","15-Coal","2-Rail","573.4746","16.8","944.5806","481.8346","14.1154","793.6386","357.9424","345.4909","403.2625","10.486","10.1212","11.8136","589.5735"
"089-Rest of CO","280-Mississippi","15-Coal","2-Rail","830.8089","21.7704","1209.129","698.0475","18.2916","1015.9128","460.3789","448.065","517.0203","12.0637","11.7411","13.548","670.0187"
"089-Rest of CO","292-St. Louis MO-IL (MO Part)","15-Coal","2-Rail","0.0148","0.0007","0.0173","0.0124","0.0006","0.0146","0.0091","0.009","0.0101","0.0004","0.0004","0.0005","0.0107"
"089-Rest of CO","299-Rest of MO","15-Coal","2-Rail","2.9765","0.0386","3.2861","2.5009","0.0324","2.761","2.0801","2.0618","2.3152","0.027","0.0267","0.03","2.2965"
"089-Rest of CO","329-Rest of NV","15-Coal","2-Rail","234.1482","6.9644","207.2031","196.7318","5.8515","174.0925","158.1213","152.4862","180.3277","4.7031","4.5355","5.3636","139.9252"
"089-Rest of CO","350-New Mexico","15-Coal","1-Truck","442.1246","20.0529","211.1245","371.474","16.8485","177.3873","210.8371","208.1992","252.9752","9.5627","9.443","11.4739","100.6795"
"089-Rest of CO","481-Austin TX","15-Coal","2-Rail","228.8654","6.179","257.278","192.2932","5.1916","216.1655","126.4243","112.4812","144.8735","3.4133","3.0368","3.9114","142.1193"
"089-Rest of CO","484-Dallas-Fort Worth TX-OK (TX Part)","15-Coal","2-Rail","0.0015","0.0005","0.0014","0.0013","0.0004","0.0012","0.001","0.0009","0.0012","0.0003","0.0003","0.0004","0.001"
"089-Rest of CO","488-San Antonio TX","15-Coal","2-Rail","243.7444","7.0698","302.5838","204.7946","5.9401","254.2316","170.2894","151.36","195.269","4.9392","4.3902","5.6638","211.3969"
"089-Rest of CO","489-Rest of TX","15-Coal","2-Rail","20.9844","0.3179","23.2053","17.6311","0.2671","19.4972","11.2135","9.9341","12.9056","0.1699","0.1505","0.1955","12.4003"
"089-Rest of CO","499-Rest of UT","15-Coal","2-Rail","3609.9586","117.4994","1818.3362","3033.0951","98.7233","1527.77","1881.458","1827.4755","2187.695","61.239","59.4819","71.2066","947.6904"
"089-Rest of CO","559-Rest of WI","15-Coal","2-Rail","189.6431","8.5283","254.7206","159.3385","7.1655","214.0168","130.2181","128.7739","143.793","5.8559","5.791","6.4664","174.9035"
"089-Rest of CO","560-Wyoming","15-Coal","1-Truck","12.3554","0.1109","3.8453","10.381","0.0932","3.2308","10.1303","9.6746","12.6471","0.0909","0.0868","0.1135","3.1528"
"089-Rest of CO","560-Wyoming","15-Coal","2-Rail","1.1385","0.0083","0.611","0.9566","0.0069","0.5133","0.9335","0.8915","1.1654","0.0068","0.0065","0.0084","0.5009"
"091-Hartford CT","091-Hartford CT","14-Metallic ores","1-Truck","0.0231","1.2437","0.0004","0.0222","1.192","0.0004","0.0213","0.021","0.0219","1.1474","1.1311","1.1758","0.0004"
"091-Hartford CT","092-New York NY-NJ-CT-PA (CT Part)","14-Metallic ores","1-Truck","7.826","30.3873","0.4235","7.5008","29.1246","0.4059","6.3909","6.3053","6.5486","24.8151","24.4829","25.4273","0.3459"
"091-Hartford CT","251-Boston MA-RI-NH-CT (MA Part)","14-Metallic ores","1-Truck","2.2371","7.7833","0.243","2.1441","7.4599","0.2329","2.8304","2.8021","2.8661","9.8476","9.7491","9.9719","0.3075"
"091-Hartford CT","259-Rest of MA","14-Metallic ores","1-Truck","2.5147","55.8402","0.194","2.4102","53.5197","0.1859","2.2267","2.2044","2.264","49.445","48.9506","50.2749","0.1718"
"091-Hartford CT","341-New York NY-NJ-CT-PA (NJ Part)","14-Metallic ores","1-Truck","0.0665","11.511","0.0099","0.0637","11.0327","0.0095","0.0742","0.0739","0.0766","12.8509","12.79","13.2606","0.011"
"091-Hartford CT","441-Boston MA-RI-NH-CT (RI Part)","14-Metallic ores","1-Truck","0.3071","0.0038","0.0267","0.2943","0.0036","0.0256","0.2575","0.2549","0.2666","0.0032","0.0032","0.0033","0.0224"
"101-Philadelphia PA-NJ-DE-MD (DE Part)","050-Arkansas","14-Metallic ores","1-Truck","0.0815","0.0042","0.0928","0.0782","0.004","0.0889","0.2381","0.2292","0.261","0.0123","0.0118","0.0134","0.271"
"101-Philadelphia PA-NJ-DE-MD (DE Part)","061-Los Angeles CA","14-Metallic ores","1-Truck","0.0809","0.7053","0.2262","0.0776","0.676","0.2168","0.1528","0.1495","0.1677","1.3315","1.3029","1.4611","0.4271"
"101-Philadelphia PA-NJ-DE-MD (DE Part)","101-Philadelphia PA-NJ-DE-MD (DE Part)","14-Metallic ores","1-Truck","35.0052","24.0052","0.9079","33.5506","23.0076","0.8702","29.7491","29.7308","30.4923","20.4007","20.3882","20.9104","0.7716"
"101-Philadelphia PA-NJ-DE-MD (DE Part)","181-Chicago IL-IN-WI (IN Part)","14-Metallic ores","1-Truck","0.0424","0.0009","0.0335","0.0406","0.0009","0.0321","0.0678","0.0672","0.0691","0.0014","0.0014","0.0015","0.0537"
"101-Philadelphia PA-NJ-DE-MD (DE Part)","190-Iowa","14-Metallic ores","1-Truck","0.0031","0.0007","0.0034","0.003","0.0007","0.0033","0.0051","0.005","0.0052","0.0012","0.0012","0.0012","0.0055"
"101-Philadelphia PA-NJ-DE-MD (DE Part)","369-Rest of NY","14-Metallic ores","1-Truck","1.205","0.1191","0.3738","1.155","0.1141","0.3583","1.306","1.2933","1.3468","0.1291","0.1278","0.1331","0.4052"
"101-Philadelphia PA-NJ-DE-MD (DE Part)","372-Greensboro--Winston-Salem--High Point NC","14-Metallic ores","1-Truck","0.0002","0.0341","0.0001","0.0002","0.0326","0.0001","0.0002","0.0002","0.0002","0.0379","0.0376","0.039","0.0001"
"101-Philadelphia PA-NJ-DE-MD (DE Part)","392-Cleveland OH","14-Metallic ores","1-Truck","0.8778","0.0133","0.3803","0.8413","0.0127","0.3645","1.2326","1.222","1.2942","0.0187","0.0185","0.0196","0.534"
"101-Philadelphia PA-NJ-DE-MD (DE Part)","399-Rest of OH","14-Metallic ores","1-Truck","0.0572","0.0028","0.0265","0.0548","0.0027","0.0254","0.0549","0.0545","0.058","0.0027","0.0026","0.0028","0.0255"
"101-Philadelphia PA-NJ-DE-MD (DE Part)","422-Pittsburgh PA-OH-WV (PA Part)","14-Metallic ores","1-Truck","0.4289","0.0067","0.1324","0.4111","0.0064","0.1269","0.6712","0.6633","0.7108","0.0104","0.0103","0.011","0.2072"
"101-Philadelphia PA-NJ-DE-MD (DE Part)","429-Rest of PA","14-Metallic ores","1-Truck","0.0026","0.0468","0.0004","0.0025","0.0448","0.0004","0.0028","0.0028","0.003","0.0515","0.0508","0.0548","0.0005"
"101-Philadelphia PA-NJ-DE-MD (DE Part)","441-Boston MA-RI-NH-CT (RI Part)","14-Metallic ores","1-Truck","0.5381","0.007","0.1709","0.5157","0.0068","0.1638","0.4511","0.4466","0.4672","0.0059","0.0058","0.0061","0.1433"
"101-Philadelphia PA-NJ-DE-MD (DE Part)","459-Rest of SC","14-Metallic ores","1-Truck","0.8335","0.0164","0.4799","0.7989","0.0157","0.4599","0.9541","0.9536","0.9699","0.0188","0.0188","0.0191","0.5493"
"101-Philadelphia PA-NJ-DE-MD (DE Part)","479-Rest of TN","14-Metallic ores","1-Truck","0.0579","0.0006","0.0387","0.0555","0.0006","0.0371","0.0926","0.0914","0.0962","0.001","0.001","0.001","0.062"
"101-Philadelphia PA-NJ-DE-MD (DE Part)","486-Houston TX","14-Metallic ores","1-Truck","0.0517","0.0053","0.0791","0.0495","0.0051","0.0759","0.0503","0.0454","0.0535","0.0051","0.0046","0.0055","0.077"
"101-Philadelphia PA-NJ-DE-MD (DE Part)","487-Laredo TX","14-Metallic ores","1-Truck","5.5942","3.996","10.2602","5.3617","3.8299","9.8339","7.1527","6.8916","7.376","5.1092","4.9227","5.2687","13.1187"
"101-Philadelphia PA-NJ-DE-MD (DE Part)","551-Milwaukee WI","14-Metallic ores","1-Truck","1.1441","0.0368","1.0882","1.0966","0.0353","1.043","1.2885","1.2738","1.3268","0.0415","0.041","0.0427","1.2255"
"121-Jacksonville FL-GA  CFS Area (FL Part)","011-Birmingham AL","14-Metallic ores","1-Truck","0.0889","0.0352","0.041","0.0852","0.0337","0.0393","0.1071","0.1062","0.1114","0.0424","0.0421","0.0441","0.0494"
"121-Jacksonville FL-GA  CFS Area (FL Part)","011-Birmingham AL","14-Metallic ores","2-Rail","2.7905","4.7673","1.3204","2.6745","4.5692","1.2655","3.3621","3.3341","3.4979","5.7439","5.6961","5.9758","1.5908"
"121-Jacksonville FL-GA  CFS Area (FL Part)","012-Mobile AL","14-Metallic ores","1-Truck","0.9015","0.1851","0.3749","0.864","0.1774","0.3593","0.8981","0.8889","0.9298","0.1844","0.1825","0.1909","0.3734"
"121-Jacksonville FL-GA  CFS Area (FL Part)","041-Phoenix AZ","14-Metallic ores","1-Truck","0.0042","0.0035","0.0085","0.004","0.0033","0.0082","0.0062","0.006","0.0066","0.0051","0.0049","0.0054","0.0125"
"121-Jacksonville FL-GA  CFS Area (FL Part)","121-Jacksonville FL-GA  CFS Area (FL Part)","14-Metallic ores","1-Truck","2.6234","0.2332","0.0922","2.5144","0.2235","0.0884","2.235","2.2038","2.2921","0.1986","0.1959","0.2037","0.0785"
"121-Jacksonville FL-GA  CFS Area (FL Part)","123-Orlando FL","14-Metallic ores","1-Truck","1.843","0.0594","0.2097","1.7664","0.0569","0.201","2.3488","2.3129","2.4102","0.0757","0.0745","0.0777","0.2673"
"121-Jacksonville FL-GA  CFS Area (FL Part)","124-Tampa FL","14-Metallic ores","1-Truck","1.7438","0.337","0.3273","1.6714","0.323","0.3137","1.8881","1.8637","1.9357","0.3649","0.3602","0.3741","0.3544"
"121-Jacksonville FL-GA  CFS Area (FL Part)","129-Rest of FL","14-Metallic ores","1-Truck","2.5075","1.5625","0.5137","2.4033","1.4976","0.4924","2.3019","2.2665","2.3628","1.4344","1.4123","1.4723","0.4716"
"121-Jacksonville FL-GA  CFS Area (FL Part)","131-Atlanta GA","14-Metallic ores","1-Truck","2.014","0.1261","0.7397","1.9303","0.1209","0.7089","1.7756","1.7579","1.8619","0.1112","0.1101","0.1166","0.6521"
"121-Jacksonville FL-GA  CFS Area (FL Part)","139-Rest of GA","14-Metallic ores","1-Truck","2.0205","1.0065","0.4813","1.9365","0.9647","0.4613","2.3996","2.3756","2.5137","1.1953","1.1834","1.2522","0.5717"
"121-Jacksonville FL-GA  CFS Area (FL Part)","171-Chicago IL-IN-WI (IL Part)","14-Metallic ores","1-Truck","0.0608","0.0189","0.0669","0.0583","0.0181","0.0641","0.1122","0.1104","0.117","0.0349","0.0343","0.0364","0.1235"
"121-Jacksonville FL-GA  CFS Area (FL Part)","179-Rest of IL","14-Metallic ores","1-Truck","0.0746","0.1277","0.0683","0.0715","0.1224","0.0655","0.0946","0.0931","0.0988","0.162","0.1594","0.1692","0.0867"
"121-Jacksonville FL-GA  CFS Area (FL Part)","181-Chicago IL-IN-WI (IN Part)","14-Metallic ores","1-Truck","1.267","1.2189","1.3294","1.2143","1.1682","1.2741","2.2515","2.2312","2.2953","2.1661","2.1466","2.2083","2.3624"
"121-Jacksonville FL-GA  CFS Area (FL Part)","182-Indianapolis IN","14-Metallic ores","1-Truck","0.1115","0.0416","0.0993","0.1069","0.0398","0.0952","0.2019","0.2006","0.2084","0.0753","0.0748","0.0777","0.1799"
"121-Jacksonville FL-GA  CFS Area (FL Part)","190-Iowa","14-Metallic ores","1-Truck","2.02","1.0043","2.4919","1.9361","0.9626","2.3883","3.6195","3.5833","3.7211","1.7996","1.7816","1.8501","4.4649"
"121-Jacksonville FL-GA  CFS Area (FL Part)","222-Lake Charles LA","14-Metallic ores","1-Truck","0.0232","0.9485","0.0173","0.0222","0.9091","0.0166","0.0306","0.0297","0.0336","1.2519","1.2168","1.3753","0.0228"
"121-Jacksonville FL-GA  CFS Area (FL Part)","223-New Orleans LA-MS (LA Part)","14-Metallic ores","1-Truck","7.0187","1.0062","3.9783","6.727","0.9644","3.813","5.3031","5.1546","5.8334","0.7603","0.739","0.8363","3.0059"
"121-Jacksonville FL-GA  CFS Area (FL Part)","223-New Orleans LA-MS (LA Part)","14-Metallic ores","2-Rail","1.414","0.1313","0.9611","1.3552","0.1258","0.9212","1.0684","1.0384","1.1752","0.0992","0.0964","0.1091","0.7262"
"121-Jacksonville FL-GA  CFS Area (FL Part)","292-St. Louis MO-IL (MO Part)","14-Metallic ores","1-Truck","0.2239","0.0319","0.2093","0.2146","0.0306","0.2006","0.263","0.2593","0.2743","0.0375","0.0369","0.0391","0.2458"
"121-Jacksonville FL-GA  CFS Area (FL Part)","361-Albany NY  CFS Area","14-Metallic ores","1-Truck","0.9658","0.1408","1.1414","0.9257","0.135","1.0939","0.9944","0.9842","1.0295","0.145","0.1435","0.1501","1.1752"
"121-Jacksonville FL-GA  CFS Area (FL Part)","391-Cincinnati OH-KY-IN (OH Part)","14-Metallic ores","1-Truck","0.0004","0.0005","0.0003","0.0004","0.0005","0.0003","0.0003","0.0003","0.0003","0.0004","0.0004","0.0004","0.0003"
"121-Jacksonville FL-GA  CFS Area (FL Part)","392-Cleveland OH","14-Metallic ores","1-Truck","0.0666","0.0807","0.0615","0.0638","0.0774","0.0589","0.1263","0.1252","0.1326","0.1531","0.1518","0.1608","0.1166"
"121-Jacksonville FL-GA  CFS Area (FL Part)","421-Philadelphia PA-NJ-DE-MD (PA Part)","14-Metallic ores","1-Truck","0.2753","0.0173","0.2449","0.2639","0.0166","0.2347","0.3217","0.318","0.3396","0.0202","0.02","0.0213","0.2861"
"121-Jacksonville FL-GA  CFS Area (FL Part)","423-New York NY-NJ-CT-PA (PA Part)","14-Metallic ores","1-Truck","0.0279","0.0004","0.0264","0.0267","0.0003","0.0253","0.0474","0.0468","0.0503","0.0006","0.0006","0.0007","0.0449"
"121-Jacksonville FL-GA  CFS Area (FL Part)","429-Rest of PA","14-Metallic ores","1-Truck","0.0402","0.1221","0.0364","0.0386","0.117","0.0349","0.0492","0.0486","0.0524","0.1492","0.1474","0.1589","0.0445"
"121-Jacksonville FL-GA  CFS Area (FL Part)","451-Charleston SC","14-Metallic ores","1-Truck","1.009","0.1257","0.2728","0.9671","0.1205","0.2615","1.5694","1.5669","1.5945","0.1955","0.1952","0.1987","0.4244"
"121-Jacksonville FL-GA  CFS Area (FL Part)","459-Rest of SC","14-Metallic ores","1-Truck","1.3335","0.5368","0.4147","1.2781","0.5145","0.3975","1.6952","1.6943","1.7238","0.6824","0.682","0.6939","0.5271"
"121-Jacksonville FL-GA  CFS Area (FL Part)","459-Rest of SC","14-Metallic ores","2-Rail","10.9701","19.1089","3.6092","10.5142","18.3148","3.4592","13.9452","13.9376","14.1802","24.2913","24.278","24.7006","4.5881"
"121-Jacksonville FL-GA  CFS Area (FL Part)","479-Rest of TN","14-Metallic ores","1-Truck","4.7374","1.2169","2.6216","4.5405","1.1663","2.5126","8.4172","8.3115","8.745","2.1621","2.1349","2.2463","4.6579"
"121-Jacksonville FL-GA  CFS Area (FL Part)","479-Rest of TN","14-Metallic ores","2-Rail","86.7392","29.722","49.8618","83.1347","28.4869","47.7897","154.1153","152.179","160.1173","52.8091","52.1456","54.8657","88.5927"
"121-Jacksonville FL-GA  CFS Area (FL Part)","486-Houston TX","14-Metallic ores","1-Truck","6.0717","1.0096","5.4169","5.8194","0.9677","5.1918","6.5615","5.922","6.9916","1.0911","0.9847","1.1626","5.8539"
"121-Jacksonville FL-GA  CFS Area (FL Part)","512-Virginia Beach-Norfolk VA-NC (VA Part)","14-Metallic ores","1-Truck","3.0165","1.0091","1.9184","2.8912","0.9672","1.8387","4.2014","4.1666","4.4048","1.4055","1.3938","1.4735","2.672"
"121-Jacksonville FL-GA  CFS Area (FL Part)","551-Milwaukee WI","14-Metallic ores","1-Truck","0.9996","1.0078","1.1974","0.9581","0.966","1.1476","1.2503","1.236","1.2878","1.2605","1.2462","1.2983","1.4976"
"122-Miami FL","122-Miami FL","14-Metallic ores","1-Truck","0.382","42.0602","0.0139","0.3661","40.3124","0.0134","0.3916","0.3863","0.4016","43.1147","42.5274","44.2147","0.0143"
"122-Miami FL","129-Rest of FL","14-Metallic ores","1-Truck","0.0918","9.8129","0.0199","0.088","9.4052","0.0191","0.062","0.0611","0.0636","6.6282","6.5262","6.8034","0.0135"
"123-Orlando FL","124-Tampa FL","14-Metallic ores","1-Truck","0.0001","0.021","0","0.0001","0.0201","0","0.0001","0.0001","0.0001","0.0204","0.0202","0.021","0"
"124-Tampa FL","061-Los Angeles CA","14-Metallic ores","1-Truck","0.1243","4.0076","0.3107","0.1191","3.8411","0.2978","0.1958","0.1916","0.2148","6.3145","6.1788","6.9282","0.4896"
"124-Tampa FL","063-San Diego CA","14-Metallic ores","1-Truck","0.0002","0.0425","0.0006","0.0002","0.0408","0.0006","0.0003","0.0003","0.0004","0.0616","0.0603","0.0676","0.0009"
"124-Tampa FL","121-Jacksonville FL-GA  CFS Area (FL Part)","14-Metallic ores","1-Truck","0.1242","2","0.0246","0.119","1.9168","0.0236","0.0795","0.0784","0.0815","1.2804","1.2626","1.3127","0.0158"
"124-Tampa FL","124-Tampa FL","14-Metallic ores","1-Truck","21.0062","43.0908","0.3721","20.1333","41.3001","0.3567","17.0927","16.8711","17.5169","35.0627","34.6081","35.933","0.3028"
"124-Tampa FL","129-Rest of FL","14-Metallic ores","1-Truck","0.1312","0.761","0.0169","0.1258","0.7293","0.0162","0.0905","0.0891","0.0929","0.525","0.5169","0.5387","0.0117"
"124-Tampa FL","131-Atlanta GA","14-Metallic ores","1-Truck","21.96","45.1221","10.4784","21.0475","43.247","10.043","14.5497","14.4042","15.2511","29.8958","29.5969","31.337","6.9425"
"124-Tampa FL","139-Rest of GA","14-Metallic ores","1-Truck","8.0246","17.0007","2.9973","7.6912","16.2942","2.8727","7.1621","7.0905","7.5","15.1735","15.0217","15.8891","2.6751"
"124-Tampa FL","171-Chicago IL-IN-WI (IL Part)","14-Metallic ores","1-Truck","0.1252","7.0179","0.151","0.12","6.7262","0.1447","0.1737","0.1709","0.1811","9.7358","9.5786","10.1498","0.2094"
"124-Tampa FL","181-Chicago IL-IN-WI (IN Part)","14-Metallic ores","1-Truck","5.8866","10.8837","6.7386","5.642","10.4315","6.4585","7.8615","7.7907","8.0117","14.5351","14.4041","14.8128","8.9993"
"124-Tampa FL","219-Rest of KY","14-Metallic ores","1-Truck","9.0073","19.0774","7.371","8.633","18.2846","7.0647","9.2607","8.9456","9.7558","19.614","18.9467","20.6627","7.5783"
"124-Tampa FL","251-Boston MA-RI-NH-CT (MA Part)","14-Metallic ores","1-Truck","0.0803","2.3004","0.1201","0.077","2.2048","0.1151","0.0848","0.084","0.0859","2.4291","2.4048","2.4598","0.1269"
"124-Tampa FL","261-Detroit MI","14-Metallic ores","1-Truck","0.0047","0.5027","0.0056","0.0045","0.4818","0.0054","0.0072","0.0072","0.0075","0.7707","0.7622","0.795","0.0086"
"124-Tampa FL","262-Grand Rapids MI","14-Metallic ores","1-Truck","0.1249","3.0071","0.1564","0.1197","2.8822","0.1499","0.11","0.1083","0.114","2.6497","2.6089","2.7461","0.1378"
"124-Tampa FL","271-Minneapolis-St. Paul MN-WI (MN Part)","14-Metallic ores","1-Truck","0.7963","0.0458","1.2754","0.7632","0.0439","1.2224","0.8815","0.8678","0.9118","0.0507","0.0499","0.0524","1.412"
"124-Tampa FL","341-New York NY-NJ-CT-PA (NJ Part)","14-Metallic ores","1-Truck","0.1248","6.0181","0.1472","0.1196","5.7681","0.1411","0.1162","0.1157","0.1199","5.6072","5.5806","5.7862","0.1372"
"124-Tampa FL","372-Greensboro--Winston-Salem--High Point NC","14-Metallic ores","1-Truck","6.9976","14.0369","4.6604","6.7068","13.4536","4.4668","6.497","6.4484","6.6936","13.0327","12.9354","13.4272","4.327"
"124-Tampa FL","394-Dayton OH","14-Metallic ores","1-Truck","0.2885","1.9132","0.2852","0.2765","1.8337","0.2734","0.2039","0.2021","0.2153","1.3523","1.3401","1.4282","0.2016"
"124-Tampa FL","399-Rest of OH","14-Metallic ores","1-Truck","2.006","5.0209","2.0953","1.9227","4.8123","2.0082","1.6089","1.5953","1.6993","4.0268","3.9928","4.2532","1.6804"
"124-Tampa FL","421-Philadelphia PA-NJ-DE-MD (PA Part)","14-Metallic ores","1-Truck","10.0554","21.0377","10.7168","9.6375","20.1635","10.2715","8.8293","8.7272","9.316","18.4726","18.2589","19.4907","9.4101"
"124-Tampa FL","422-Pittsburgh PA-OH-WV (PA Part)","14-Metallic ores","1-Truck","0.0154","1.1129","0.016","0.0147","1.0667","0.0154","0.0235","0.0232","0.0249","1.7002","1.6803","1.8005","0.0245"
"124-Tampa FL","452-Greenville SC","14-Metallic ores","1-Truck","29.9809","61.9994","17.1919","28.7351","59.4229","16.4774","25.5231","25.4967","25.9304","52.7808","52.7261","53.6229","14.6356"
"124-Tampa FL","479-Rest of TN","14-Metallic ores","1-Truck","14.9653","31.5952","9.9779","14.3434","30.2823","9.5633","19.9825","19.7314","20.7531","42.1876","41.6576","43.8146","13.3231"
"124-Tampa FL","489-Rest of TX","14-Metallic ores","1-Truck","0.1043","0.8374","0.1197","0.0999","0.8026","0.1147","0.1345","0.1193","0.1449","1.0802","0.9578","1.1635","0.1544"
